rocauc,<settings_file>,show,<labeled_tweets>,--no-TA,--count,--clf,--reduce-func,<track_file>,--begin-line,mood,--k-features,-m,label,-u,<input_dir>,list_friends,-p,tweets,<input_tweets>,--stopwords,--n-folds,--clf-options,--features-func,users,benchmark,--no-rt,--binary,--top-features,--liwc,--n-examples,<output_dir>,<user_ids_file>,collect_tweets,--min-df,filter,collect,--emoticons,--each,--no-DD,--no-AH,--help,<output_tweets>
0.57084745771135081,,False,/data/1/sporty/nort/3K_labeled,False,3200,naive-bayes,,[],0,True,480,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.58063363837644044,,False,/data/1/sporty/nort/3K_labeled,False,3200,naive-bayes,,[],0,True,560,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.71403431918068916,,False,/data/1/sporty/nort/3K_labeled,False,3200,logistic-reg,,[],0,True,800,False,False,False,,False,False,False,,,10,"{""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.71195214938740214,,False,/data/1/sporty/nort/3K_labeled,False,3200,logistic-reg,,[],0,True,640,False,False,False,,False,False,False,,,10,"{""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.73964004219135793,,False,/data/1/sporty/nort/3K_labeled,False,3200,logistic-reg,,[],0,True,80,False,False,False,,False,False,False,,,10,"{""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.74627328026246609,,False,/data/1/sporty/nort/3K_labeled,False,3200,logistic-reg,,[],0,True,160,False,False,False,,False,False,False,,,10,"{""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.73042365538060539,,False,/data/1/sporty/nort/3K_labeled,False,3200,logistic-reg,,[],0,True,240,False,False,False,,False,False,False,,,10,"{""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.70271950570132147,,False,/data/1/sporty/nort/3K_labeled,False,3200,logistic-reg,,[],0,True,720,False,False,False,,False,False,False,,,10,"{""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.71889436736901946,,False,/data/1/sporty/nort/3K_labeled,False,3200,logistic-reg,,[],0,True,320,False,False,False,,False,False,False,,,10,"{""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.71290243224807215,,False,/data/1/sporty/nort/3K_labeled,False,3200,logistic-reg,,[],0,True,400,False,False,False,,False,False,False,,,10,"{""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.7107895084358784,,False,/data/1/sporty/nort/3K_labeled,False,3200,logistic-reg,,[],0,True,480,False,False,False,,False,False,False,,,10,"{""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.71086902509102545,,False,/data/1/sporty/nort/3K_labeled,False,3200,logistic-reg,,[],0,True,560,False,False,False,,False,False,False,,,10,"{""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.51861283674308878,,False,/data/1/sporty/nort/3K_labeled,False,3200,kneighbors,,[],0,True,800,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.51914205775550304,,False,/data/1/sporty/nort/3K_labeled,False,3200,kneighbors,,[],0,True,640,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.59950193669886465,,False,/data/1/sporty/nort/3K_labeled,False,3200,kneighbors,,[],0,True,80,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.57468805256827016,,False,/data/1/sporty/nort/3K_labeled,False,3200,kneighbors,,[],0,True,160,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.5547533506887411,,False,/data/1/sporty/nort/3K_labeled,False,3200,kneighbors,,[],0,True,240,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.51630060648968212,,False,/data/1/sporty/nort/3K_labeled,False,3200,kneighbors,,[],0,True,720,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.5428067981749618,,False,/data/1/sporty/nort/3K_labeled,False,3200,kneighbors,,[],0,True,320,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.53797695110754751,,False,/data/1/sporty/nort/3K_labeled,False,3200,kneighbors,,[],0,True,400,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.53094863437369288,,False,/data/1/sporty/nort/3K_labeled,False,3200,kneighbors,,[],0,True,480,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.5269827669307624,,False,/data/1/sporty/nort/3K_labeled,False,3200,kneighbors,,[],0,True,560,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.63872012200500983,,False,/data/1/sporty/nort/3K_labeled,False,3200,decision-tree,,[],0,True,800,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.63262242238788602,,False,/data/1/sporty/nort/3K_labeled,False,3200,decision-tree,,[],0,True,640,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.6406742903130147,,False,/data/1/sporty/nort/3K_labeled,False,3200,decision-tree,,[],0,True,80,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.64711985569955,,False,/data/1/sporty/nort/3K_labeled,False,3200,decision-tree,,[],0,True,160,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
