users,tweets,show,rocauc,rec,prec,mood,list_friends,label,filter,f1,collect_tweets,collect,benchmark,acc,<user_ids_file>,<track_file>,<settings_file>,<output_tweets>,<output_dir>,<labeled_tweets>,<input_tweets>,<input_dir>,-u,-p,-m,--top-features,--stopwords,--roc,--reduce-func,--proba,--no-rt,--no-TA,--no-DD,--no-AH,--n-folds,--n-examples,--min-df,--liwc,--k-features,--help,--features-func,--emoticons,--each,--count,--clf-options,--clf,--binary,--begin-line
False,False,False,0.701819546497,0.466022833376,0.536587758043,True,False,False,False,0.493613324111,False,False,True,0.873148148148,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.8,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.746788151617,0.614839996605,0.444964563874,True,False,False,False,0.513289356812,False,False,True,0.842901234568,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.55,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.736240489891,0.570980392157,0.477129810441,True,False,False,False,0.51551456191,False,False,True,0.856481481481,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.65,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.748790413066,0.674691027926,0.376298294262,True,False,False,False,0.480426558248,False,False,True,0.803703703704,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.39,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.719286492579,0.523139801375,0.491273634657,True,False,False,False,0.502490629617,False,False,True,0.862037037037,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.71,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.63002857213,0.285678210678,0.629369407682,True,False,False,False,0.38594339078,False,False,True,0.880401234568,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.96,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.751425634031,0.684121466769,0.374347261326,True,False,False,False,0.481441539506,False,False,True,0.801543209877,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.38,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.708366450061,0.487639843816,0.516716944439,True,False,False,False,0.496636713358,False,False,True,0.868827160494,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.76,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.735816093375,0.764072659367,0.298044467689,True,False,False,False,0.427048631364,False,False,True,0.718055555556,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.28,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.746490965755,0.654985145573,0.389719449107,True,False,False,False,0.486000415453,False,False,True,0.813888888889,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.43,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.751000029574,0.6943175452,0.364562295619,True,False,False,False,0.475715406874,False,False,True,0.793518518519,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.36,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.749331820886,0.667142008318,0.385276868987,True,False,False,False,0.485734016583,False,False,True,0.810030864198,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.41,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.74502089238,0.600568287921,0.460392394185,True,False,False,False,0.517740759032,False,False,True,0.850154320988,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.59,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.726706865787,0.544442746796,0.483878158235,True,False,False,False,0.508509417627,False,False,True,0.859413580247,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.68,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.737637153031,0.758484424073,0.302742647823,True,False,False,False,0.431070967178,False,False,True,0.725154320988,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.29,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.577657882099,0.924445293269,0.158716985919,True,False,False,False,0.269986487802,False,False,True,0.32762345679,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.07,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.599814776994,0.908397843986,0.167486333271,True,False,False,False,0.281992444635,False,False,True,0.378086419753,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.09,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.520111612722,0.970189712249,0.141045475267,True,False,False,False,0.245130040693,False,False,True,0.193364197531,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.01,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.749261279429,0.663220439691,0.388671235051,True,False,False,False,0.487506836186,False,False,True,0.812654320988,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.42,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.744689003845,0.606077158136,0.450375333834,True,False,False,False,0.513433988419,False,False,True,0.845679012346,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.57,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.681726321886,0.414584500467,0.553957015933,True,False,False,False,0.468866744797,False,False,True,0.875925925926,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.85,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.743850678374,0.596617010441,0.46200277872,True,False,False,False,0.517267499476,False,False,True,0.850925925926,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.6,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.709332395268,0.820285204991,0.248848273515,True,False,False,False,0.380973896752,False,False,True,0.63287037037,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.2,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.744953058605,0.609704609116,0.445366072562,True,False,False,False,0.511723193034,False,False,True,0.843518518519,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.56,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.743485454941,0.594656226127,0.46408616613,True,False,False,False,0.517809936803,False,False,True,0.851697530864,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.61,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.74318857181,0.622309651133,0.419484546123,True,False,False,False,0.498052794322,False,False,True,0.831327160494,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.51,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.708739560634,0.485679059503,0.525012479539,True,False,False,False,0.499080991055,False,False,True,0.870833333333,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.77,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.741505070713,0.58835200747,0.467117642561,True,False,False,False,0.517112638391,False,False,True,0.852932098765,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.62,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.587847217606,0.188847720907,0.693243793244,True,False,False,False,0.290332492513,False,False,True,0.878086419753,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.99,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.699258662959,0.458767931415,0.54191715331,True,False,False,False,0.491986282574,False,False,True,0.874074074074,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.81,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.61648369803,0.887025294966,0.17561153388,True,False,False,False,0.292424010571,False,False,True,0.422685185185,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.11,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.743636232857,0.630241914948,0.409693033814,True,False,False,False,0.493911217626,False,False,True,0.826543209877,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.49,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.716343174015,0.514218232748,0.496197425486,True,False,False,False,0.500966213038,False,False,True,0.863580246914,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.72,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.623040131066,0.267579577285,0.660535646271,True,False,False,False,0.372930711253,False,False,True,0.881327160494,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.97,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.654229883287,0.345422290128,0.584572368779,True,False,False,False,0.428948416839,False,False,True,0.879012345679,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.92,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.63883045178,0.873948731008,0.187577338647,True,False,False,False,0.308115591516,False,False,True,0.471141975309,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.13,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.543890497695,0.940866225278,0.147669387016,True,False,False,False,0.254234118968,False,False,True,0.256635802469,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.04,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.723408838907,0.535883626178,0.485713461997,True,False,False,False,0.505477165292,False,False,True,0.85987654321,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.69,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.721162328358,0.795806383159,0.266795672852,True,False,False,False,0.398575827013,False,False,True,0.67037037037,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.22,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.63502797462,0.299481792717,0.601564086785,True,False,False,False,0.394215027644,False,False,True,0.879012345679,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.95,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.746033529465,0.617781173075,0.437271803639,True,False,False,False,0.508984083875,False,False,True,0.83950617284,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.54,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.747140212002,0.649102792632,0.398671624113,True,False,False,False,0.491208961174,False,False,True,0.819135802469,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.45,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.735792866766,0.779777608013,0.291168549815,True,False,False,False,0.422417126256,False,False,True,0.706790123457,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.26,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.676898594319,0.838942364825,0.216086439312,True,False,False,False,0.343207889716,False,False,True,0.563425925926,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.17,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.733395569661,0.562450980392,0.480976215983,True,False,False,False,0.514247298869,False,False,True,0.857716049383,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.66,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.747211125193,0.65302436126,0.394084853858,True,False,False,False,0.488886577942,False,False,True,0.816512345679,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.44,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.660665485499,0.359196163314,0.591513557192,True,False,False,False,0.441579021988,False,False,True,0.880092592593,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.91,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.694588610369,0.4476114082,0.543505656354,True,False,False,False,0.485855624295,False,False,True,0.874074074074,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.82,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.743808161233,0.64027926322,0.398565506769,True,False,False,False,0.488424486239,False,False,True,0.819598765432,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.46,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.587449590062,0.915199898141,0.162465369572,True,False,False,False,0.275092099414,False,False,True,0.351543209877,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.08,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.527853680316,0.958983532807,0.143013346397,True,False,False,False,0.247787336531,False,False,True,0.21512345679,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.02,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.739962799748,0.583450046685,0.469620033679,True,False,False,False,0.516367668668,False,False,True,0.853703703704,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.63,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.706879059813,0.479483914778,0.530668554203,True,False,False,False,0.498528154465,False,False,True,0.872222222222,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.78,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
False,False,False,0.751054938464,0.711768525592,0.350150887342,True,False,False,False,0.467457003611,False,False,True,0.781018518519,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,False,False,False,True,None,None,None,0.34,False,False,False,False,10,30,3,../inputs/liwc.dic,160,False,None,../inputs/params/emoticons,False,3200,{"class_weight":"auto"},logistic-reg,False,0
