users,tweets,show,rocauc,rec,prec,most_similar,mood,list_friends,label,filter,f1,collect_tweets,collect,benchmark,acc,<users_dir>,<user_ids_file>,<track_file>,<settings_file>,<output_tweets>,<output_dir>,<labeled_tweets>,<input_tweets>,<input_dir>,<friends_dir>,-u,-p,-m,--top-features,--stopwords,--roc,--reduce-func,--proba,--no-rt,--n-folds,--n-examples,--min-df,--liwc,--k-features,--help,--features-func,--emoticons,--each,--count,--clf-options,--clf,--binary,--begin-line
False,False,False,0.594568783588,0.2034622367,0.694597423274,False,True,False,False,False,0.31055802854,False,False,True,0.878334406065,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.94,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.730471809275,0.571197391964,0.459672561073,False,True,False,False,False,0.506491869577,False,False,True,0.84735333381,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.21,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.613198724848,0.245973259989,0.672258678496,False,True,False,False,False,0.354644127723,False,False,True,0.87974564352,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.89,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.726094037391,0.554639610246,0.469102887076,False,True,False,False,False,0.505141986776,False,False,True,0.851717561801,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.23,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.701365291704,0.470256003551,0.533819220653,False,True,False,False,False,0.49479874809,False,False,True,0.869880688455,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.4,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.639240886972,0.30547864398,0.65198533266,False,True,False,False,False,0.409072645567,False,False,True,0.881292164295,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.8,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.678896347315,0.407420630533,0.579762175943,False,True,False,False,False,0.473572604991,False,False,True,0.876359388782,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.55,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.663260580298,0.36738030857,0.594211235339,False,True,False,False,False,0.44866660778,False,False,True,0.878615700017,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.65,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.7032038171,0.475237758762,0.531729027068,False,True,False,False,False,0.496962139689,False,False,True,0.869459343489,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.39,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.656488163999,0.34605507998,0.630611803926,False,True,False,False,False,0.441704319381,False,False,True,0.882137238075,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.71,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.585706712573,0.183116813266,0.712243127243,False,True,False,False,False,0.288100495828,False,False,True,0.877630575222,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.96,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.703651498381,0.477940461464,0.5268494602,False,True,False,False,False,0.496117001112,False,False,True,0.868332379795,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.38,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.648998196324,0.327604592879,0.646513175221,False,True,False,False,False,0.42866182765,False,False,True,0.882276693127,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.76,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.719418266972,0.528619175416,0.490793855479,False,True,False,False,False,0.505672911952,False,False,True,0.85890009297,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.28,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.697129755534,0.457189749238,0.545042917668,False,True,False,False,False,0.492158019034,False,False,True,0.87213342392,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.43,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.705906240073,0.485272392938,0.520769555926,False,True,False,False,False,0.497605372087,False,False,True,0.86692471811,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.36,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.698606235615,0.463097430374,0.536520584831,False,True,False,False,False,0.49142926498,False,False,True,0.870443872321,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.41,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.672336069541,0.390497775624,0.586210694759,False,True,False,False,False,0.463850070499,False,False,True,0.8773457055,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.59,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.657902029149,0.354163188088,0.600902008876,False,True,False,False,False,0.440033666394,False,False,True,0.878898781854,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.68,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.716663181311,0.520980917548,0.492716440129,False,True,False,False,False,0.503264608423,False,False,True,0.859602135927,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.29,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.754701116466,0.740158017389,0.344561141722,False,True,False,False,False,0.468997902794,False,False,True,0.767919974254,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.07,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.759652011341,0.714177319212,0.37398779777,False,True,False,False,False,0.489405982558,False,False,True,0.79482168824,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.09,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.582945898954,0.928553802638,0.162464246053,False,True,False,False,False,0.276180532714,False,False,True,0.336839972347,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.01,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.696231532948,0.457189749238,0.537360561337,False,True,False,False,False,0.488918689267,False,False,True,0.870584519297,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.42,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.677813095485,0.402790185971,0.589274463545,False,True,False,False,False,0.473259750312,False,False,True,0.877907697442,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.57,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.631140073573,0.284484766807,0.67979969377,False,True,False,False,False,0.394610237074,False,False,True,0.882422107798,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.85,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.66935760825,0.383714218611,0.587030861485,False,True,False,False,False,0.459102581398,False,False,True,0.877065007509,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.6,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.734218022551,0.581823784627,0.457629790001,False,True,False,False,False,0.509387054637,False,False,True,0.846086915064,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.2,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.678319305906,0.405116654316,0.583585907237,False,True,False,False,False,0.473154031702,False,False,True,0.877063219624,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.56,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.668612720016,0.381387750266,0.588541795151,False,True,False,False,False,0.457967003034,False,False,True,0.877488140361,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.61,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.683090677124,0.418943996003,0.569476299697,False,True,False,False,False,0.478238356158,False,False,True,0.875515506925,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.51,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.647145835918,0.323239904304,0.648610972075,False,True,False,False,False,0.424881983872,False,False,True,0.882137238075,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.77,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.665419865983,0.373506228541,0.589158895685,False,True,False,False,False,0.45196502806,False,False,True,0.877770030275,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.62,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.55608074043,0.11915180771,0.718531746032,False,True,False,False,False,0.202541015763,False,False,True,0.873122720446,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.99,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.637585610066,0.301021555312,0.658711347132,False,True,False,False,False,0.406522499968,False,False,True,0.881574054209,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.81,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.757308491176,0.68381694011,0.395956490162,False,True,False,False,False,0.499943511428,False,False,True,0.812569429545,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.11,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.686777053346,0.428311716126,0.567296906079,False,True,False,False,False,0.483271157572,False,False,True,0.875234212973,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.49,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.654973295523,0.34187807689,0.638056629831,False,True,False,False,False,0.439701116426,False,False,True,0.882559179003,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.72,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.581176919674,0.172753360568,0.726776094276,False,True,False,False,False,0.276201992588,False,False,True,0.877208634294,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.97,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.603967830596,0.224081095305,0.688481564732,False,True,False,False,False,0.332965821262,False,False,True,0.879600228849,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.92,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.75367913942,0.657038054521,0.416223471302,False,True,False,False,False,0.507451348906,False,False,True,0.825386183222,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.13,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.699163731096,0.817808382625,0.25267726716,False,True,False,False,False,0.383707324529,False,False,True,0.619485565806,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.04,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.657913599483,0.352361386286,0.610446824985,False,True,False,False,False,0.441522819915,False,False,True,0.880165796562,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.69,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.727231313036,0.560565650383,0.463476043817,False,True,False,False,False,0.504290896159,False,False,True,0.849463634413,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.22,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.587921415637,0.189328287898,0.689536667037,False,True,False,False,False,0.293594885205,False,False,True,0.877067987318,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.95,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.681311385878,0.412754912183,0.580357137299,False,True,False,False,False,0.477586917897,False,False,True,0.876781925672,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.54,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.694025532667,0.448383618693,0.551817235459,False,True,False,False,False,0.489553082355,False,False,True,0.873262175499,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.45,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.721834999436,0.537222994546,0.483688366323,False,True,False,False,False,0.506094458852,False,False,True,0.856929843381,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.26,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.741489166559,0.610701817738,0.440148487686,False,True,False,False,False,0.508858628326,False,False,True,0.837775632315,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.17,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.661488887613,0.362678638937,0.597762583781,False,True,False,False,False,0.446407319972,False,False,True,0.879037640945,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.66,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.696095748017,0.454487046535,0.546682217949,False,True,False,False,False,0.491489692324,False,False,True,0.872274666857,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.44,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.605814201192,0.229087875541,0.677890937036,False,True,False,False,False,0.337556853718,False,False,True,0.879180075806,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.91,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.637175738667,0.298695086967,0.671803925922,False,True,False,False,False,0.406488388464,False,False,True,0.882560966888,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.82,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.692685750717,0.443900187893,0.557252233628,False,True,False,False,False,0.488984003008,False,False,True,0.874105461394,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.46,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.758080883154,0.726562129651,0.360686020738,False,True,False,False,False,0.480672811382,False,False,True,0.78327135331,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.08,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.638251403542,0.890214435924,0.190953994018,False,True,False,False,False,0.313999883244,False,False,True,0.461342344275,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.02,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.664782502543,0.371728134657,0.591555034743,False,True,False,False,False,0.451089404793,False,False,True,0.877911273213,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.63,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.644122272613,0.316390471139,0.650032205092,False,True,False,False,False,0.418930008437,False,False,True,0.881854156237,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.78,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.708180658412,0.493810335916,0.511885528599,False,True,False,False,False,0.498450700558,False,False,True,0.864812629622,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.34,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.621236626776,0.263208070931,0.675275832624,False,True,False,False,False,0.372706485999,False,False,True,0.880870223366,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.87,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.65197380248,0.334718285519,0.643094916911,False,True,False,False,False,0.434143429298,False,False,True,0.882418532027,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.74,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.713724372737,0.51279428522,0.495622999693,False,True,False,False,False,0.500602310125,False,False,True,0.860448997592,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.3,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.691029481145,0.439771917747,0.559391600934,False,True,False,False,False,0.487286820136,False,False,True,0.874247300293,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.47,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.675549766243,0.397761014923,0.587347402588,False,True,False,False,False,0.469146167889,False,False,True,0.877625211566,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.58,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.706604928208,0.488499762184,0.515770541845,False,True,False,False,False,0.497401226061,False,False,True,0.865797754416,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.35,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.658088478572,0.350559584484,0.622316136899,False,True,False,False,False,0.443493394268,False,False,True,0.881714105223,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.7,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.709562854424,0.497891190225,0.508669988715,False,True,False,False,False,0.499219510018,False,False,True,0.864250041717,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.33,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.686773036571,0.857718553314,0.233602922786,False,True,False,False,False,0.365296043736,False,False,True,0.569912274428,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.03,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.751943821798,0.647669118607,0.422808325319,False,True,False,False,False,0.509412984295,False,False,True,0.829044196524,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.14,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.599058018293,0.213098144391,0.696131461131,False,True,False,False,False,0.321657934593,False,False,True,0.879038832868,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.93,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.712016868575,0.507262939757,0.499033884032,False,True,False,False,False,0.499642516267,False,False,True,0.861576557248,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.31,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.63378183789,0.290414838756,0.678118564442,False,True,False,False,False,0.400082433729,False,False,True,0.882702805788,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.84,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.739422402648,0.600095101182,0.44761509775,False,True,False,False,False,0.510347514465,False,False,True,0.84186393001,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.18,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.720047663845,0.532151655264,0.485886412469,False,True,False,False,False,0.504750497747,False,False,True,0.857492431286,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.27,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.746052027387,0.624112253346,0.437154499394,False,True,False,False,False,0.511681514446,False,False,True,0.835805382727,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.16,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.689643612174,0.435338536998,0.564386705666,False,True,False,False,False,0.486339718395,False,False,True,0.874951131135,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.48,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.634625530714,0.29309383354,0.670685387597,False,True,False,False,False,0.401149017884,False,False,True,0.882280268898,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.83,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.62746083739,0.27646885616,0.678815490867,False,True,False,False,False,0.386273432597,False,False,True,0.881715297147,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.86,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.653885900393,0.339199082105,0.641019994439,False,True,False,False,False,0.437430125779,False,False,True,0.882558583041,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.73,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.617191440276,0.254449356223,0.673804338718,False,True,False,False,False,0.363640589997,False,False,True,0.880307635462,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.88,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
False,False,False,0.610132344394,0.238883275268,0.673945043959,False,True,False,False,False,0.347207164012,False,False,True,0.879462561682,None,None,[],None,None,None,/data/1/sporty/nort/3K_labeled,None,None,None,False,False,False,True,None,None,None,0.9,False,10,30,3,../inputs/liwc.dic,200,False,None,../inputs/params/emoticons,False,3200,None,logistic-reg,False,0
