u,u_AH,u_DD,u_TA,u_avg,m,m_AH,m_DD,m_TA,m_avg,diff_AH,diff_DD,diff_TA,diff_avg
1075648513,0.00606060606061,0.030303030303,0.0121212121212,0.0161616161616,21720967,0.0112842557765,0.0317033852767,0.0322407307899,0.0250761239477,-0.00522364971589,-0.0014003549737,-0.0201195186687,-0.0089145077861
110478080,0.0320623916811,0.0693240901213,0.0476603119584,0.0496822645869,229151913,0.00909090909091,0.0454545454545,0.00909090909091,0.0212121212121,0.0229714825902,0.0238695446668,0.0385694028675,0.0284701433748
16243371,0.00350877192982,0.0175438596491,0.0210526315789,0.0140350877193,18875363,0.0298507462687,0.0575692963753,0.0501066098081,0.045842217484,-0.0263419743389,-0.0400254367262,-0.0290539782292,-0.0318071297648
6146052,0.0341352405722,0.0520156046814,0.0533159947984,0.046488946684,14278956,0.0261127596439,0.0635014836795,0.0498516320475,0.0464886251236,0.0080224809283,-0.0114858789981,0.0034643627509,3.21560366668e-07
10346502,0.00769230769231,0.00769230769231,0.0153846153846,0.0102564102564,1058668250,0.00883002207506,0.0220750551876,0.0286975717439,0.0198675496689,-0.00113771438275,-0.0143827474953,-0.0133129563593,-0.00961113941245
111790090,0.00807754442649,0.0193861066236,0.0177705977383,0.0150780829295,130902468,0.0112359550562,0.0524344569288,0.0337078651685,0.0324594257178,-0.00315841062971,-0.0330483503052,-0.0159372674302,-0.0173813427884
17142292,0.0157170923379,0.0479371316306,0.0365422396857,0.0333988212181,14604449,0.021567814185,0.0447946909996,0.041061800083,0.0358081017559,-0.0058507218471,0.003142440631,-0.0045195603973,-0.0024092805378
15974415,0.0205689277899,0.0420131291028,0.0345733041575,0.0323851203501,562240550,0.0153345724907,0.0432156133829,0.0269516728625,0.0285006195787,0.0052343552992,-0.0012024842801,0.007621631295,0.00388450077137
10102802,0.0162436548223,0.0389170896785,0.0338409475465,0.0296672306824,791898,0.0176322418136,0.0554156171285,0.0344248530647,0.0358242373356,-0.0013885869913,-0.01649852745,-0.0005839055182,-0.00615700665317
14502915,0.0294974508376,0.0433357611071,0.0487982520029,0.0405438213159,246033158,0.0308905685179,0.0404206375288,0.0466644758462,0.0393252272976,-0.0013931176803,0.0029151235783,0.0021337761567,0.00121859401823
16494614,0.0135338345865,0.0265664160401,0.0330827067669,0.0243943191312,9448482,0.0193380438825,0.0483451097062,0.038676087765,0.0354530804512,-0.005804209296,-0.0217786936661,-0.0055933809981,-0.0110587613201
14104599,0.0396246089677,0.0486618004866,0.0545707334029,0.0476190476191,7651482,0.0167910447761,0.0440298507463,0.0373134328358,0.0327114427861,0.0228335641916,0.0046319497403,0.0172573005671,0.014907604833
16568344,0.018115942029,0.0458937198068,0.030193236715,0.0314009661836,244818597,0.0120603015075,0.0361809045226,0.0231155778894,0.0237855946398,0.0060556405215,0.0097128152842,0.0070776588256,0.00761537154377
1041141787,0.0248962655602,0.045643153527,0.0435684647303,0.0380359612725,423967879,0.0372585096596,0.0616375344986,0.0616375344986,0.0535111928856,-0.0123622440994,-0.0159943809716,-0.0180690697683,-0.0154752316131
15572314,0.00978473581213,0.0469667318982,0.0332681017613,0.0300065231572,15412249,0.0193798449612,0.046511627907,0.0398671096346,0.0352528608343,-0.00959510914907,0.0004551039912,-0.0065990078733,-0.00524633767706
101285918,0.0172413793103,0.0488505747126,0.0402298850575,0.0354406130268,88933899,0.0245901639344,0.0539617486339,0.0491803278689,0.0425774134791,-0.0073487846241,-0.0051111739213,-0.0089504428114,-0.00713680045227
17487338,0.0142700329308,0.0340285400659,0.0417124039517,0.0300036589828,26445903,0.021935483871,0.061935483871,0.0483870967742,0.0440860215054,-0.0076654509402,-0.0279069438051,-0.0066746928225,-0.0140823625226
16249110,0.0102774922919,0.0277492291881,0.0267214799589,0.021582733813,213105703,0.0103986135182,0.0294627383016,0.0311958405546,0.0236857307915,-0.0001211212263,-0.0017135091135,-0.0044743605957,-0.0021029969785
